local-1790212504	main	test-select.sh	0	18	0	0	parallel
local-1790212504	main	test-skew-refresh.sh	0	1	0	0	parallel
local-1790212504	main	test-skew-foreign.sh	0	4	0	0	parallel
local-1790212504	main	test-set-state-writers.sh	0	8	0	0	parallel
local-1790212504	main	test-snap-stale-threshold.sh	0	4	0	0	parallel
local-1790212504	main	test-session-hook.sh	0	14	0	0	parallel
local-1790212504	main	test-sop-lint.sh	0	8	0	0	parallel
local-1790212504	main	test-statusline.sh	0	3	0	0	parallel
local-1790212504	main	test-sentinel-order.sh	0	21	0	0	parallel
local-1790212504	main	test-soak.sh	0	12	0	0	parallel
local-1790212504	main	test-strand-capacity.sh	0	2	0	0	parallel
local-1790212504	main	test-statute-projection.sh	0	4	0	0	parallel
local-1790212504	main	test-strand-ghost-teardown.sh	0	1	0	0	parallel
local-1790212504	main	test-strand-deferred.sh	0	2	0	0	parallel
local-1790212504	main	test-strand-lock.sh	0	5	0	0	parallel
local-1790212504	main	test-sop.sh	0	34	0	0	parallel
local-1790212504	main	test-spike.sh	0	40	0	0	parallel
local-1790212504	main	test-strand-pool-paused.sh	0	28	0	0	parallel
local-1790212504	main	test-ops-closing.sh	0	119	0	0	parallel
local-1790212504	main	test-strand-partition.sh	0	6	0	0	parallel
local-1790212504	main	test-slay.sh	0	53	0	0	parallel
local-1790212504	main	test-strand-truncated.sh	0	35	0	0	parallel
local-1790212504	main	test-suite-cleanup.sh	0	2	0	0	parallel
local-1790212504	main	test-submit.sh	0	5	0	0	parallel
local-1790212504	main	test-suite-state-fence.sh	0	12	0	0	parallel
local-1790212504	main	test-suite-state.sh	0	11	0	0	parallel
local-1790212504	main	test-suite-times.sh	0	11	0	0	parallel
local-1790212504	main	test-suites-containment.sh	77	2	0	0	parallel
local-1790212504	main	test-suites-flake-branch.sh	0	12	0	0	parallel
local-1790212504	main	test-suites-confirm-red.sh	0	18	0	0	parallel
local-1790212504	main	test-landing.sh	0	252	0	0	parallel
local-1790212504	main	test-suites-timer.sh	0	1	0	0	parallel
local-1790212504	main	test-suites-fixture-fault.sh	0	25	0	0	parallel
local-1790212504	main	test-suites-hygiene.sh	0	15	0	0	parallel
local-1790212504	main	test-suites-red-dedup.sh	0	35	0	0	parallel
local-1790212504	main	test-suites-cluster.sh	0	49	0	0	parallel
local-1790212504	main	test-suites-setup-fault.sh	0	22	0	0	parallel
local-1790212504	main	test-suites-timeout.sh	0	20	0	0	parallel
local-1790212504	main	test-poison-ask.sh	0	185	0	0	parallel
local-1790212504	main	test-suites-watchdog-classify.sh	0	28	0	0	parallel
